LCLid,day,energy_median,energy_mean,energy_max,energy_count,energy_std,energy_sum,energy_min
MAC000131,2013-07-12,0.0945,0.11554166666666668,0.268,48,0.05232547824682414,5.546,0.058
MAC000131,2013-07-13,0.1365,0.12870833333333334,0.27,48,0.05586798966764014,6.178,0.06
MAC000131,2013-07-14,0.151,0.16541666666666668,0.873,48,0.12338589066090334,7.940000000000001,0.061
MAC000131,2013-07-15,0.154,0.15212499999999998,0.275,48,0.056201622222365896,7.3020000000000005,0.066
MAC000131,2013-07-16,0.14250000000000002,0.14283333333333328,0.303,48,0.06403600494314125,6.855999999999997,0.061
MAC000131,2013-07-17,0.1525,0.14864583333333334,0.281,48,0.05258285845735376,7.135,0.066
MAC000131,2013-07-18,0.1455,0.16127083333333336,0.83,48,0.1194337240914584,7.741,0.06
MAC000131,2013-07-19,0.1505,0.1481458333333333,0.281,48,0.052283592309850836,7.110999999999999,0.062
MAC000131,2013-07-20,0.141,0.14829166666666665,0.748,48,0.1110278781041593,7.117999999999999,0.061
MAC000131,2013-07-21,0.151,0.14945833333333333,0.29600000000000004,48,0.06890571984204473,7.174,0.063
MAC000131,2013-07-22,0.146,0.14177083333333332,0.295,48,0.0576678824227192,6.805,0.059
MAC000131,2013-07-23,0.14300000000000002,0.14195833333333333,0.275,48,0.056644076640366525,6.814,0.062
MAC000131,2013-07-24,0.151,0.14762500000000006,0.29100000000000004,48,0.056799619791954935,7.086000000000001,0.062
MAC000131,2013-07-25,0.1365,0.15045833333333333,0.8170000000000001,48,0.12409535769487284,7.222,0.061
MAC000131,2013-07-26,0.132,0.13227083333333334,0.28800000000000003,48,0.06269505378818609,6.349000000000001,0.06
MAC000131,2013-07-27,0.14800000000000002,0.13993750000000002,0.284,48,0.058170112326564286,6.7170000000000005,0.062
MAC000131,2013-07-28,0.1585,0.14839583333333334,0.31,48,0.05864162329156231,7.122999999999999,0.069
MAC000131,2013-07-29,0.14500000000000002,0.15006250000000002,0.568,48,0.09156195582947728,7.202999999999999,0.063
MAC000131,2013-07-30,0.14350000000000002,0.132625,0.228,48,0.047987420780778466,6.3660000000000005,0.062
MAC000131,2013-07-31,0.14500000000000002,0.15289583333333331,0.88,48,0.12704601940281046,7.338999999999999,0.061
MAC000131,2013-08-01,0.13,0.11816666666666666,0.277,48,0.046305798236879685,5.671999999999999,0.063
MAC000131,2013-08-02,0.14400000000000002,0.13499999999999998,0.266,48,0.05177816840526763,6.479999999999999,0.065
MAC000131,2013-08-03,0.1265,0.1303125,0.413,48,0.07165495224233327,6.255,0.061
MAC000131,2013-08-04,0.1505,0.15064583333333334,0.384,48,0.06679103315512552,7.231,0.061
MAC000131,2013-08-05,0.132,0.13660416666666672,0.355,48,0.06317915747868369,6.557000000000002,0.064
MAC000131,2013-08-06,0.122,0.13062500000000002,0.344,48,0.06017514330967917,6.270000000000001,0.06
MAC000131,2013-08-07,0.133,0.13106250000000005,0.275,48,0.05788300976235546,6.291000000000001,0.062
MAC000131,2013-08-08,0.14300000000000002,0.1348958333333334,0.303,48,0.05601452683288555,6.475000000000002,0.062
MAC000131,2013-08-09,0.14750000000000002,0.13845833333333335,0.26,48,0.04996124384485261,6.646000000000001,0.065
MAC000131,2013-08-10,0.14400000000000002,0.14883333333333335,0.67,48,0.1049549717702348,7.144000000000001,0.062
MAC000131,2013-08-11,0.139,0.137375,0.28300000000000003,48,0.05724513358486411,6.593999999999999,0.068
MAC000131,2013-08-12,0.127,0.13666666666666671,0.284,48,0.06117652634701095,6.560000000000002,0.064
MAC000131,2013-08-13,0.1275,0.1274583333333333,0.263,48,0.053069187411173634,6.117999999999999,0.061
MAC000131,2013-08-14,0.13,0.12835416666666666,0.284,48,0.05402619127767228,6.1610000000000005,0.062
MAC000131,2013-08-15,0.1245,0.1385625,0.297,48,0.06672423600321525,6.651,0.063
MAC000131,2013-08-16,0.14400000000000002,0.13425,0.287,48,0.0549004902508824,6.444,0.068
MAC000131,2013-08-17,0.1195,0.1362291666666667,0.7879999999999999,48,0.11236116531805462,6.539000000000002,0.063
MAC000131,2013-08-18,0.155,0.14631250000000004,0.34700000000000003,48,0.06957352035108298,7.0230000000000015,0.067
MAC000131,2013-08-19,0.1245,0.1332083333333333,0.382,48,0.06325798522744351,6.3939999999999975,0.066
MAC000131,2013-08-20,0.135,0.13366666666666666,0.3,48,0.061885389377782186,6.416,0.061
MAC000131,2013-08-21,0.14200000000000002,0.1365208333333333,0.34600000000000003,48,0.06313409895099961,6.552999999999999,0.063
MAC000131,2013-08-22,0.141,0.12835416666666669,0.217,48,0.046120328089905946,6.1610000000000005,0.06
MAC000131,2013-08-23,0.14200000000000002,0.13162500000000002,0.269,48,0.0581840897314063,6.3180000000000005,0.06
MAC000131,2013-08-24,0.14450000000000002,0.15687499999999996,0.872,48,0.1279036580582465,7.5299999999999985,0.061
MAC000131,2013-08-25,0.14,0.13202083333333328,0.292,48,0.06336838918756693,6.336999999999998,0.067
MAC000131,2013-08-26,0.14800000000000002,0.1407916666666667,0.264,48,0.06055662317145069,6.758000000000003,0.063
MAC000131,2013-08-27,0.14750000000000002,0.13899999999999998,0.287,48,0.05686003719474018,6.672000000000001,0.064
MAC000131,2013-08-28,0.1365,0.1320416666666667,0.298,48,0.059250265582790486,6.338000000000003,0.062
MAC000131,2013-08-29,0.1435,0.13739583333333333,0.322,48,0.05705083197533595,6.595,0.061
MAC000131,2013-08-30,0.1385,0.13302083333333328,0.31,48,0.059455146542201125,6.384999999999998,0.063
MAC000131,2013-08-31,0.114,0.13939583333333336,0.9,48,0.12359280079277035,6.6910000000000025,0.063
MAC000131,2013-09-01,0.1565,0.14814583333333334,0.403,48,0.07262172161519312,7.1110000000000015,0.067
MAC000131,2013-09-02,0.141,0.13539583333333335,0.29,48,0.05632079075822005,6.4990000000000006,0.064
MAC000131,2013-09-03,0.1335,0.1346041666666667,0.333,48,0.0660321454867904,6.461000000000001,0.061
MAC000131,2013-09-04,0.14450000000000002,0.14512499999999998,0.326,48,0.07261780597540007,6.9659999999999975,0.062
MAC000131,2013-09-05,0.1415,0.13364583333333335,0.275,48,0.05158116495402351,6.415000000000001,0.064
MAC000131,2013-09-06,0.142,0.14860416666666668,0.63,48,0.10398664799383096,7.132999999999999,0.059
MAC000131,2013-09-07,0.1065,0.13008333333333333,0.302,48,0.06627468093724279,6.244,0.063
MAC000131,2013-09-08,0.0995,0.12314583333333333,0.324,48,0.0603126568641623,5.9110000000000005,0.063
MAC000131,2013-09-09,0.14,0.1661666666666666,0.723,48,0.15056635397841914,7.975999999999997,0.062
MAC000131,2013-09-10,0.14,0.1466458333333333,0.574,48,0.08943498520162109,7.038999999999999,0.062
MAC000131,2013-09-11,0.07250000000000001,0.11906249999999995,0.35100000000000003,48,0.07271261011827843,5.714999999999999,0.058
MAC000131,2013-09-12,0.1105,0.12583333333333332,0.297,48,0.057985446939189764,6.04,0.06
MAC000131,2013-09-13,0.1325,0.16712499999999994,0.7170000000000001,48,0.16096948633798547,8.021999999999998,0.063
MAC000131,2013-09-14,0.11,0.13583333333333333,0.552,48,0.10082011225673672,6.52,0.06
MAC000131,2013-09-15,0.141,0.18362500000000004,0.5920000000000001,48,0.1554615126482874,8.814000000000002,0.057
MAC000131,2013-09-16,0.128,0.20006249999999995,0.736,48,0.20655671584749336,9.602999999999998,0.06
MAC000131,2013-09-17,0.1365,0.21100000000000005,0.667,48,0.2071110299414405,10.128000000000002,0.062
MAC000131,2013-09-18,0.1195,0.18566666666666665,0.705,48,0.19126369602838827,8.911999999999997,0.06
MAC000131,2013-09-19,0.0985,0.17100000000000004,0.687,48,0.17729924217716145,8.208000000000002,0.062
MAC000131,2013-09-20,0.0875,0.13424999999999995,0.5660000000000001,48,0.10858029679027327,6.443999999999997,0.062
MAC000131,2013-09-21,0.1195,0.154125,0.905,48,0.1481723586649697,7.3980000000000015,0.062
MAC000131,2013-09-22,0.1,0.15143750000000006,0.705,48,0.13510813734411314,7.269000000000001,0.064
MAC000131,2013-09-23,0.1395,0.18835416666666666,0.748,48,0.1834732851541287,9.041,0.065
MAC000131,2013-09-24,0.129,0.20314583333333333,0.898,48,0.2137152599200512,9.751,0.062
MAC000131,2013-09-25,0.11,0.13097916666666667,0.327,48,0.07080073613733584,6.287000000000001,0.059
MAC000131,2013-09-26,0.14200000000000002,0.1310416666666667,0.285,48,0.05593649831703475,6.290000000000001,0.06
MAC000131,2013-09-27,0.14250000000000002,0.16437500000000002,0.648,48,0.14192455667443193,7.8900000000000015,0.057
MAC000131,2013-09-28,0.07450000000000001,0.13529166666666667,0.7390000000000001,48,0.14036335193837418,6.494,0.061
MAC000131,2013-09-29,0.147,0.14445833333333333,0.3,48,0.0670750479443555,6.934,0.068
MAC000131,2013-09-30,0.14450000000000002,0.20016666666666666,0.8140000000000001,48,0.20063933274403511,9.608,0.063
MAC000131,2013-10-01,0.151,0.20043750000000005,0.8190000000000001,48,0.17489205257298426,9.621000000000002,0.062
MAC000131,2013-10-02,0.1055,0.20604166875,1.2410001,48,0.26365419500914866,9.890000099999998,0.06
MAC000131,2013-10-03,0.14300000000000002,0.204,0.732,48,0.19231257800667764,9.791999999999998,0.059
MAC000131,2013-10-04,0.1295,0.1716458333333333,0.745,48,0.17788742430804474,8.238999999999999,0.062
MAC000131,2013-10-05,0.114,0.14793749999999994,0.8079999999999999,48,0.12200879044892016,7.100999999999997,0.064
MAC000131,2013-10-06,0.1515,0.16760416666666667,0.657,48,0.11992226907696242,8.045,0.061
MAC000131,2013-10-07,0.109,0.1536666666666667,0.624,48,0.1216047544796532,7.376000000000001,0.063
MAC000131,2013-10-08,0.1135,0.12052083333333335,0.271,48,0.05396255186280666,5.785,0.064
MAC000131,2013-10-09,0.14900000000000002,0.17637500000000006,0.654,48,0.14982977930290575,8.466000000000001,0.065
MAC000131,2013-10-10,0.1395,0.285125,0.774,48,0.2653112684168092,13.685999999999998,0.062
MAC000131,2013-10-11,0.069,0.2019375,0.8340000000000001,48,0.2374189587376819,9.693,0.061
MAC000131,2013-10-12,0.1465,0.1988333333333333,0.64,48,0.17440565740059388,9.544,0.062
MAC000131,2013-10-13,0.1445,0.247625,0.6920000000000001,48,0.2224164796626633,11.885999999999996,0.069
MAC000131,2013-10-14,0.105,0.2562083333333333,0.8170000000000001,48,0.25115011687370115,12.298,0.065
MAC000131,2013-10-15,0.14850000000000002,0.2835416666666667,0.792,48,0.2723381001258213,13.61,0.063
MAC000131,2013-10-16,0.15100000000000002,0.22895833333333335,0.757,48,0.2168096486756649,10.990000000000002,0.064
MAC000131,2013-10-17,0.13,0.12460416666666667,0.232,48,0.048026916027583605,5.981000000000001,0.067
MAC000131,2013-10-18,0.1555,0.17275,0.988,48,0.14378803844548405,8.292,0.066
MAC000131,2013-10-19,0.116,0.1397083333333333,0.333,48,0.07444516997988072,6.705999999999999,0.067
MAC000131,2013-10-20,0.153,0.15558333333333338,0.423,48,0.07982183174229363,7.468000000000003,0.073
MAC000131,2013-10-21,0.149,0.16818750000000002,0.74,48,0.12630268544676249,8.073,0.066
MAC000131,2013-10-22,0.138,0.1351041666666666,0.341,48,0.06702214292190284,6.484999999999998,0.066
MAC000131,2013-10-23,0.151,0.14714583333333334,0.304,48,0.06839248110451328,7.063,0.065
MAC000131,2013-10-24,0.152,0.17637500000000006,0.99,48,0.15798082633459576,8.466000000000001,0.063
MAC000131,2013-10-25,0.1415,0.15568750000000006,0.614,48,0.12302380953606484,7.4730000000000025,0.059
MAC000131,2013-10-26,0.1235,0.15110416666666668,0.7,48,0.12861161053827228,7.252999999999999,0.06
MAC000131,2013-10-27,0.1295,0.1673541666666667,0.642,48,0.11632136145698126,8.033000000000001,0.069
MAC000131,2013-10-28,0.188,0.2552083333333333,0.8270000000000001,48,0.2246765010895531,12.249999999999998,0.062
MAC000131,2013-10-29,0.14800000000000002,0.236625,0.7509999999999999,48,0.22141312354193407,11.358,0.061
MAC000131,2013-10-30,0.10300000000000001,0.25097916666666664,0.767,48,0.2482839391711727,12.047,0.061
MAC000131,2013-10-31,0.151,0.2422083333333333,0.687,48,0.21959827522608072,11.625999999999998,0.063
MAC000131,2013-11-01,0.14250000000000002,0.22447916666666667,0.835,48,0.24081492757711603,10.775,0.063
MAC000131,2013-11-02,0.14300000000000002,0.24054166666666674,0.823,48,0.2343069416551747,11.546000000000005,0.063
MAC000131,2013-11-03,0.1535,0.24577083333333336,0.847,48,0.2252966120174132,11.797,0.068
MAC000131,2013-11-04,0.14950000000000002,0.25193750000000004,0.765,48,0.24079349378447956,12.093000000000002,0.066
MAC000131,2013-11-05,0.1525,0.2933125,0.754,48,0.2524555285252805,14.079,0.064
MAC000131,2013-11-06,0.166,0.24779166666666666,0.7559999999999999,48,0.19651484252680085,11.894,0.068
MAC000131,2013-11-07,0.14450000000000002,0.1699375,0.775,48,0.13303501478774102,8.157,0.068
MAC000131,2013-11-08,0.1575,0.31943749999999993,0.8079999999999999,48,0.2661475279782553,15.332999999999995,0.067
MAC000131,2013-11-09,0.2275,0.3742708333333333,0.947,48,0.2844168905705917,17.965,0.069
MAC000131,2013-11-10,0.25949999999999995,0.3639791666666666,0.7979999999999999,48,0.2626981513175793,17.470999999999997,0.065
MAC000131,2013-11-11,0.2,0.363,0.8390000000000001,48,0.2763185796265038,17.424000000000003,0.063
MAC000131,2013-11-12,0.2525,0.363,0.7709999999999999,48,0.2671498105494289,17.424,0.061
MAC000131,2013-11-13,0.14750000000000002,0.32112500000000005,0.698,48,0.2728844837827202,15.414,0.059
MAC000131,2013-11-14,0.1935,0.3357708333333334,0.7140000000000001,48,0.24972489029596814,16.117000000000004,0.064
MAC000131,2013-11-15,0.141,0.2490208333333333,0.782,48,0.2396560913265696,11.952999999999998,0.06
MAC000131,2013-11-16,0.14200000000000002,0.2276875,1.022,48,0.2498566530522413,10.929,0.061
MAC000131,2013-11-17,0.17049999999999998,0.3042291666666667,0.75,48,0.2433337817566061,14.603000000000002,0.068
MAC000131,2013-11-18,0.17300000000000001,0.3660625020833335,1.2130001,48,0.3121533645804305,17.571000100000006,0.064
MAC000131,2013-11-19,0.1525,0.28429166666666666,0.7290000000000001,48,0.25191014594733113,13.646,0.064
MAC000131,2013-11-20,0.1515,0.3283958333333334,1.063,48,0.3113004117653046,15.763000000000002,0.064
MAC000131,2013-11-21,0.152,0.3463958354166666,1.156,48,0.3323315323488749,16.627000099999997,0.066
MAC000131,2013-11-22,0.103,0.2779375,1.062,48,0.29796282834351684,13.341,0.065
MAC000131,2013-11-23,0.07150000000000001,0.154375,0.861,48,0.1963961070160604,7.41,0.062
MAC000131,2013-11-24,0.1475,0.2811041666666667,1.16,48,0.2845466150782369,13.493000000000002,0.064
MAC000131,2013-11-25,0.1535,0.32035416666666666,1.193,48,0.3299287150333328,15.377,0.061
MAC000131,2013-11-26,0.152,0.2908124979166666,1.0089999,48,0.2761579554508195,13.958999899999995,0.066
MAC000131,2013-11-27,0.146,0.2959375,0.708,48,0.2591286057318077,14.205000000000002,0.061
MAC000131,2013-11-28,0.15100000000000002,0.3037500000000001,0.887,48,0.2759102922359043,14.580000000000005,0.064
MAC000131,2013-11-29,0.1095,0.25085416875,1.3430001,48,0.29762850604137736,12.0410001,0.06
MAC000131,2013-11-30,0.125,0.20814583333333328,0.746,48,0.2084590872236067,9.990999999999998,0.065
MAC000131,2013-12-01,0.14800000000000002,0.22433333333333336,0.815,48,0.2142948191243692,10.767999999999999,0.063
MAC000131,2013-12-02,0.14800000000000002,0.31062500000000004,0.8270000000000001,48,0.27520983290511186,14.910000000000002,0.063
MAC000131,2013-12-03,0.1495,0.2902083333333333,0.7809999999999999,48,0.2573270093020009,13.929999999999998,0.062
MAC000131,2013-12-04,0.1465,0.2492708333333333,0.73,48,0.2311125487614973,11.965,0.063
MAC000131,2013-12-05,0.147,0.2753333333333334,0.7609999999999999,48,0.2441292240068452,13.216000000000005,0.066
MAC000131,2013-12-06,0.0905,0.2675833333333333,1.321,48,0.31608878589310296,12.844,0.061
MAC000131,2013-12-07,0.106,0.1983125,0.758,48,0.21228976145624395,9.519,0.062
MAC000131,2013-12-08,0.15,0.25304166666666666,0.741,48,0.2309644863861784,12.146,0.063
MAC000131,2013-12-09,0.14350000000000002,0.2595625,0.919,48,0.2570963811533093,12.458999999999998,0.061
MAC000131,2013-12-10,0.14350000000000002,0.2860208333333333,1.033,48,0.2708904536055302,13.729000000000001,0.066
MAC000131,2013-12-11,0.14400000000000002,0.2632916666666667,0.7829999999999999,48,0.2478703297182015,12.638000000000002,0.062
MAC000131,2013-12-12,0.1255,0.256875,0.7959999999999999,48,0.2433510401116138,12.33,0.062
MAC000131,2013-12-13,0.1165,0.2298333333333333,0.77,48,0.24562714637323985,11.032,0.06
MAC000131,2013-12-14,0.0775,0.141625,0.6829999999999999,48,0.13252805804890058,6.797999999999999,0.064
MAC000131,2013-12-15,0.1575,0.2806666666666667,0.8270000000000001,48,0.252961550634263,13.472000000000001,0.071
MAC000131,2013-12-16,0.1535,0.3183958333333333,0.7959999999999999,48,0.2734442834518254,15.283,0.064
MAC000131,2013-12-17,0.14350000000000002,0.2663958333333333,0.878,48,0.25581149472479403,12.787,0.06
MAC000131,2013-12-18,0.149,0.3009375,0.853,48,0.2681969271921644,14.445,0.065
MAC000131,2013-12-19,0.1415,0.2352291666666667,0.738,48,0.230564362139192,11.291000000000002,0.065
MAC000131,2013-12-20,0.1305,0.2267083333333333,0.785,48,0.2262986125824407,10.881999999999998,0.062
MAC000131,2013-12-21,0.10099999999999999,0.16895833333333335,0.732,48,0.18090351940560287,8.110000000000001,0.065
MAC000131,2013-12-22,0.156,0.18929166666666666,0.764,48,0.14663994961365415,9.086,0.071
MAC000131,2013-12-23,0.418,0.4007083333333333,1.018,48,0.2668057671338581,19.234,0.065
MAC000131,2013-12-24,0.152,0.25225000000000003,0.696,48,0.2049349144214723,12.107999999999999,0.069
MAC000131,2013-12-25,0.621,0.4451875,1.171,48,0.3092253640920685,21.369,0.07
MAC000131,2013-12-26,0.2805,0.4016458333333333,1.265,48,0.31927940738837113,19.279,0.067
MAC000131,2013-12-27,0.14500000000000002,0.28260416666666666,0.728,48,0.25715437366913113,13.565,0.063
MAC000131,2013-12-28,0.0925,0.2311875,0.873,48,0.2440485351318463,11.096999999999998,0.063
MAC000131,2013-12-29,0.14650000000000002,0.3057499979166666,1.3839999,48,0.3021842042265657,14.675999899999995,0.065
MAC000131,2013-12-30,0.1525,0.295625,0.753,48,0.2513872679962896,14.189999999999998,0.066
MAC000131,2013-12-31,0.11599999999999999,0.23043750208333336,1.1210001,48,0.2771721176074346,11.0610001,0.065
MAC000131,2014-01-01,0.5535,0.44558333541666667,1.08,48,0.3359640870799244,21.388000100000003,0.07
MAC000131,2014-01-02,0.1545,0.3213541666666667,0.794,48,0.2698196000627348,15.425000000000002,0.066
MAC000131,2014-01-03,0.1525,0.3284791645833333,1.8279999,48,0.359688449091489,15.766999900000002,0.064
MAC000131,2014-01-04,0.156,0.2508333333333333,0.765,48,0.206922262444222,12.04,0.067
MAC000131,2014-01-05,0.156,0.2397916666666667,0.735,48,0.21298206480611934,11.510000000000002,0.07
MAC000131,2014-01-06,0.14600000000000002,0.2530625,0.813,48,0.2521037785507676,12.147000000000002,0.067
MAC000131,2014-01-07,0.129,0.22810416666666666,0.7559999999999999,48,0.2331471309347824,10.949000000000002,0.061
MAC000131,2014-01-08,0.14350000000000002,0.2342083333333333,0.78,48,0.22937926953144686,11.242,0.065
MAC000131,2014-01-09,0.1435,0.29639583333333325,1.05,48,0.3019966703764127,14.226999999999995,0.064
MAC000131,2014-01-10,0.0985,0.21416666666666676,0.8909999999999999,48,0.2492242716684161,10.280000000000003,0.065
MAC000131,2014-01-11,0.149,0.2418541645833333,1.2359999,48,0.26777180584815324,11.608999899999995,0.07
MAC000131,2014-01-12,0.1555,0.2367083333333333,0.826,48,0.21792014527416248,11.362,0.069
MAC000131,2014-01-13,0.14850000000000002,0.2804166666666667,0.736,48,0.2438025738901479,13.46,0.067
MAC000131,2014-01-14,0.14750000000000002,0.2797291666666667,0.898,48,0.2518492236867749,13.427,0.064
MAC000131,2014-01-15,0.14250000000000002,0.2747083333333333,1.077,48,0.2822837683724036,13.185999999999998,0.066
MAC000131,2014-01-16,0.103,0.2584375020833333,1.2180001,48,0.2953388967333467,12.4050001,0.061
MAC000131,2014-01-17,0.099,0.236625,1.064,48,0.2824949349950762,11.357999999999999,0.064
MAC000131,2014-01-18,0.149,0.26210416666666675,1.291,48,0.27731556950278224,12.581000000000005,0.063
MAC000131,2014-01-19,0.16899999999999998,0.3470000000000001,0.845,48,0.2892782655050617,16.656000000000006,0.071
MAC000131,2014-01-20,0.161,0.33375,1.035,48,0.27428471773501845,16.02,0.073
MAC000131,2014-01-21,0.151,0.3493958312499999,1.155,48,0.3376115527935897,16.770999899999996,0.063
MAC000131,2014-01-22,0.1525,0.2385208333333334,0.747,48,0.22391164571913735,11.449000000000005,0.063
MAC000131,2014-01-23,0.156,0.3079375000000001,1.027,48,0.28388006204673755,14.781000000000004,0.065
MAC000131,2014-01-24,0.149,0.2429375020833333,1.1670001,48,0.26803385771015864,11.6610001,0.065
MAC000131,2014-01-25,0.14400000000000002,0.25299999999999995,1.181,48,0.2620038167660922,12.143999999999998,0.065
MAC000131,2014-01-26,0.1505,0.27293749999999994,0.726,48,0.2372565185302743,13.100999999999996,0.064
MAC000131,2014-01-27,0.14300000000000002,0.2918541666666667,0.98,48,0.2896734030037991,14.009000000000002,0.061
MAC000131,2014-01-28,0.14,0.2330208333333333,0.985,48,0.2406971691073911,11.185,0.063
MAC000131,2014-01-29,0.13699999999999998,0.2906458333333333,1.044,48,0.3098436455103131,13.951,0.064
MAC000131,2014-01-30,0.153,0.3064791666666666,1.107,48,0.29628077465316244,14.710999999999995,0.064
MAC000131,2014-01-31,0.078,0.21572916666666667,1.095,48,0.2771760896309791,10.355,0.061
MAC000131,2014-02-01,0.1325,0.19243750000000004,0.66,48,0.1768896646428129,9.237000000000002,0.064
MAC000131,2014-02-02,0.149,0.2787083333333334,1.14,48,0.26600687547771845,13.378000000000002,0.065
MAC000131,2014-02-03,0.14,0.2628541666666667,1.28,48,0.2990358257611494,12.617,0.064
MAC000131,2014-02-04,0.151,0.30916666666666665,0.815,48,0.26760468886689204,14.84,0.063
MAC000131,2014-02-05,0.1565,0.2964166666666667,0.7340000000000001,48,0.25576051242580833,14.228000000000002,0.059
MAC000131,2014-02-06,0.1365,0.2486458333333333,0.723,48,0.2470353140043913,11.935,0.06
MAC000131,2014-02-07,0.136,0.2166041666666666,0.949,48,0.2305022028401993,10.396999999999997,0.061
MAC000131,2014-02-08,0.1415,0.24710416875000005,1.1390001,48,0.2585789585796267,11.861000100000002,0.064
MAC000131,2014-02-09,0.158,0.34024999999999994,1.102,48,0.2879113708188833,16.331999999999994,0.07200000000000001
MAC000131,2014-02-10,0.14700000000000002,0.28093749999999995,0.8140000000000001,48,0.2615853797601374,13.484999999999998,0.066
MAC000131,2014-02-11,0.153,0.3000833333333333,0.745,48,0.2665981782617471,14.403999999999998,0.064
MAC000131,2014-02-12,0.14800000000000002,0.28477083333333325,1.011,48,0.2882062086521971,13.668999999999995,0.065
MAC000131,2014-02-13,0.14350000000000002,0.3234583333333333,1.064,48,0.3080264535706159,15.526,0.065
MAC000131,2014-02-14,0.1205,0.2285833333333333,0.7809999999999999,48,0.23158876183858554,10.972000000000001,0.067
MAC000131,2014-02-15,0.0905,0.20216666666666672,0.79,48,0.21784186469589453,9.704000000000002,0.062
MAC000131,2014-02-16,0.14250000000000002,0.23764583333333336,0.812,48,0.2244707714075756,11.407000000000002,0.061
MAC000131,2014-02-17,0.1105,0.2410625000000001,0.828,48,0.2515952005639387,11.571000000000005,0.065
MAC000131,2014-02-18,0.1505,0.30718749999999995,0.8009999999999999,48,0.2632607037487704,14.744999999999996,0.065
MAC000131,2014-02-19,0.1455,0.26310416666666664,0.813,48,0.2531151650746753,12.628999999999998,0.066
MAC000131,2014-02-20,0.107,0.233375,1.131,48,0.27772377406489895,11.201999999999998,0.064
MAC000131,2014-02-21,0.127,0.2445625,0.8190000000000001,48,0.2413738960881353,11.739,0.064
MAC000131,2014-02-22,0.1405,0.15043749999999995,0.746,48,0.130887137714708,7.220999999999999,0.064
MAC000131,2014-02-23,0.1405,0.22866666666666666,1.085,48,0.2307885034687242,10.976,0.069
MAC000131,2014-02-24,0.136,0.2551458333333333,0.7979999999999999,48,0.2456690378384754,12.246999999999998,0.051
MAC000131,2014-02-25,0.14850000000000002,0.2954583333333333,0.823,48,0.26138110745295523,14.182,0.065
MAC000131,2014-02-26,0.1395,0.2354583333333333,0.84,48,0.2343371782721798,11.302,0.063
MAC000131,2014-02-27,0.1435,0.27706249999999993,1.044,48,0.27434474400620434,13.298999999999998,0.063
MAC000131,2014-02-28,0.075,0.075,0.075,1,0,0.075,0.075
MAC000132,2011-12-15,0.34950000000000003,0.4353636363636363,1.263,22,0.3168640305443549,9.578,0.095
MAC000132,2011-12-16,0.257,0.3715833333333334,1.692,48,0.329724116357602,17.836000000000006,0.044
MAC000132,2011-12-17,0.2775,0.3784999979166666,1.0599999,48,0.2868589194241513,18.1679999,0.043
MAC000132,2011-12-18,0.23600000000000002,0.3020625,1.364,48,0.2535922683439497,14.499,0.046
MAC000132,2011-12-19,0.2695,0.3446041645833333,1.4980000000000002,48,0.3393084727729017,16.540999900000003,0.042
MAC000132,2011-12-20,0.217,0.3213125000000001,1.635,48,0.2920908599712141,15.423000000000002,0.051
MAC000132,2011-12-21,0.229,0.2930416666666668,1.473,48,0.2608171250033928,14.066000000000004,0.04
MAC000132,2011-12-22,0.2445,0.2974791666666667,0.904,48,0.2371363724341032,14.279000000000002,0.043
MAC000132,2011-12-23,0.313,0.37752083125,1.3789999,48,0.28855139956122433,18.120999899999997,0.07
MAC000132,2011-12-24,0.303,0.3382083333333333,0.922,48,0.2332392578843444,16.233999999999998,0.045
MAC000132,2011-12-25,0.3,0.477375,2.2939999,48,0.4806321888265189,22.914,0.069
MAC000132,2011-12-26,0.098,0.15733333333333335,1.4340000000000002,48,0.22956557801623714,7.552,0.037000000000000005
MAC000132,2011-12-27,0.1005,0.1019375,0.158,48,0.02462001110496319,4.893,0.041
MAC000132,2011-12-28,0.1035,0.17933333333333334,0.93,48,0.20432997232088215,8.607999999999999,0.035
MAC000132,2011-12-29,0.3145,0.38316666666666666,1.586,48,0.3036446224414136,18.392,0.068
MAC000132,2011-12-30,0.3145,0.34972916666666665,1.251,48,0.2313034977413353,16.787,0.087
MAC000132,2011-12-31,0.3075,0.3526458333333334,1.378,48,0.2873389643048805,16.927000000000003,0.048
MAC000132,2012-01-01,0.237,0.3627500000000001,2.233,48,0.3836027144757861,17.412000000000006,0.033
MAC000132,2012-01-02,0.30600000000000005,0.34827083333333336,0.969,48,0.23043093206068194,16.717000000000002,0.071
MAC000132,2012-01-03,0.204,0.32923404255319144,1.35,47,0.2994596011634202,15.473999999999998,0.044
MAC000132,2012-01-04,0.2355,0.2892291666666667,1.4380000000000002,48,0.2587742990611895,13.883000000000004,0.044
MAC000132,2012-01-05,0.182,0.2416458333333333,1.243,48,0.19089224871787586,11.598999999999998,0.048
MAC000132,2012-01-06,0.273,0.3586458333333333,1.3630000000000002,48,0.3213046204635185,17.215,0.042
MAC000132,2012-01-07,0.20199999999999999,0.3188541687500001,1.516,48,0.2915725565040279,15.305000100000004,0.064
MAC000132,2012-01-08,0.2915,0.3692499979166668,1.0779999,48,0.2803432113195876,17.723999900000006,0.069
MAC000132,2012-01-09,0.138,0.2626666645833334,1.494,48,0.27543290772813384,12.6079999,0.048
MAC000132,2012-01-10,0.1375,0.33295833125,1.449,48,0.3815252633016738,15.981999899999998,0.044
